date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:20:26	26940/26940	---M--	200	added ('OK')	font/woff	etag:%221b77caba6c9d4d264dd5e101a8326d9d%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_Bd.1b77caba.woff	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_Bd.1b77caba.woff	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:27	114956/114956	---M--	200	added ('OK')	font/ttf	etag:%22d27ace57e286c160b778e7951e74b642%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_Bd.d27ace57.ttf	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_Bd.d27ace57.ttf	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:27	23588/23588	---M--	200	added ('OK')	font/woff2	etag:%2231766fc98cb26b66e4d7cac45a1e4d12%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_Bd_It.31766fc9.woff2	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_Bd_It.31766fc9.woff2	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:27	28692/28692	---M--	200	added ('OK')	font/woff	etag:%229557403059ea8b62ef946e44250971fa%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_Bd_It.95574030.woff	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_Bd_It.95574030.woff	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:28	72528/72528	---M--	200	added ('OK')	font/ttf	etag:%229aa62c7db37ab3b6809c31d43948259b%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_BdIt.9aa62c7d.ttf	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_BdIt.9aa62c7d.ttf	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:28	22688/22688	---M--	200	added ('OK')	font/woff2	etag:%22bcb42c9a8738d24ed36ead4301fd242d%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_XBd.bcb42c9a.woff2	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_XBd.bcb42c9a.woff2	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:28	27456/27456	---M--	200	added ('OK')	font/woff	etag:%22068dbf776bcdcce3f7935849444dfca7%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_XBd.068dbf77.woff	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_XBd.068dbf77.woff	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:28	115144/115144	---M--	200	added ('OK')	font/ttf	etag:%229182eef90a852e7f31f4862966b928fd%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_XBd.9182eef9.ttf	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_XBd.9182eef9.ttf	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:29	23764/23764	---M--	200	added ('OK')	font/woff2	etag:%229d580e0ef3b269203d341fe79ffd2e96%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_XBd_It.9d580e0e.woff2	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_XBd_It.9d580e0e.woff2	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:29	28912/28912	---M--	200	added ('OK')	font/woff	etag:%22631cda9ac4e93d7f039ac4f700a49051%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_XBd_It.631cda9a.woff	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_W_XBd_It.631cda9a.woff	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:29	73328/73328	---M--	200	added ('OK')	font/ttf	etag:%22e5d9e9bce4019639e9f0c959db60e4c5%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_XBdIt.e5d9e9bc.ttf	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforText_XBdIt.e5d9e9bc.ttf	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madefor.min.css)
18:20:30	38900/38900	---M--	200	added ('OK')	font/woff2	etag:%22ab35e4df84512cc3d1b92bfe92f78a82%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplayVF_W_Wght.ab35e4df.woff2	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplayVF_W_Wght.ab35e4df.woff2	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:30	21012/21012	---M--	200	added ('OK')	font/woff2	etag:%22ff9d13f74bc3b86c1d1aa2f5aed3927e%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_Rg.ff9d13f7.woff2	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_Rg.ff9d13f7.woff2	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:30	25800/25800	---M--	200	added ('OK')	font/woff	etag:%22ad2de8e27472b15abcb6f441a64103db%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_Rg.ad2de8e2.woff	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_Rg.ad2de8e2.woff	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:30	114044/114044	---M--	200	added ('OK')	font/ttf	etag:%22494c353a2e77c1b2bd59b07a5af8c56b%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_Rg.494c353a.ttf	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_Rg.494c353a.ttf	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:31	22252/22252	---M--	200	added ('OK')	font/woff2	etag:%22ef7750b0f9ef7f7d2265afb06aa4b70c%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_Bd.ef7750b0.woff2	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_Bd.ef7750b0.woff2	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:31	27080/27080	---M--	200	added ('OK')	font/woff	etag:%2219d333269caabd296357b1a7e72fbb5d%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_Bd.19d33326.woff	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_Bd.19d33326.woff	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:31	115700/115700	---M--	200	added ('OK')	font/ttf	etag:%222f19465164e153c00cf978b0dd9cf6bb%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_Bd.2f194651.ttf	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_Bd.2f194651.ttf	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:32	22664/22664	---M--	200	added ('OK')	font/woff2	etag:%222d185bee3953df97b78c5c4503af5472%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_XBd.2d185bee.woff2	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_XBd.2d185bee.woff2	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:32	27432/27432	---M--	200	added ('OK')	font/woff	etag:%22a106949f907e95ba0017a0f0237bd775%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_XBd.a106949f.woff	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_W_XBd.a106949f.woff	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:33	0/-1	---M--	502	error ('')			https://static.parastorage.com/polyfill/v3/polyfill.min.js?features=default,es6,es7,es2017,es2018,es2019,fetch&flags=gated&unknown=polyfill	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/polyfill/v3/polyfill.minb292.html	(from https://cs.wix.com/website-template/view/html/1896?originUrl=https%3A%2F%2Fcs.wix.com%2Fwebsite%2Ftemplates&tpClick=view_button&esi=6b4e7a47-d68f-438d-8b3c-00804849355c)
18:20:33	117000/117000	---M--	200	added ('OK')	font/ttf	etag:%22bc872c838815a7bbd886193a16b95282%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_XBd.bc872c83.ttf	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/media/WixMadeforDisplay_XBd.bc872c83.ttf	(from https://static.parastorage.com/unpkg/@wix/wix-fonts@1.14.0/madeforDisplay.min.css)
18:20:33	22/22	---M--	200	added ('OK')	text/plain	etag:%22f77c87f977e0fcce05a6df46c885a129%22	https://static.parastorage.com/robots.txt		(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
18:20:34	0/-1	---M--	502	error ('')			https://static.parastorage.com/polyfill/v3/polyfill.min.js?features=default,es6,es7,es2017,es2018,es2019,fetch&flags=gated&unknown=polyfill	C:/My%20Web%20Sites/wui%20x/static.parastorage.com/polyfill/v3/polyfill.minb292.html	(from https://cs.wix.com/website-template/view/html/1896?originUrl=https%3A%2F%2Fcs.wix.com%2Fwebsite%2Ftemplates&tpClick=view_button&esi=6b4e7a47-d68f-438d-8b3c-00804849355c)
